ID,Description,Entry_ID,Media_IDs,Semantic_Domain,alt_translation1,alt_translation2
SN001074,domesticated animal; cattle,LX000643,c1101f6015aa52504841233b7871cb41,animal - mammal,animal doméstico; ganado,Haustier; domestiziertes Tier; Vieh
SN001075,peanut,LX000644,86132421e22c05c121373ad7adb7d9e5,plant,maní,Erdnuss
SN001076,person who has a toe cut off,LX000645,,human; health,persona que tiene el dedo del pie cortado,Person mit abgeschnittenem Zeh
SN001077,"bare-faced curassow, a bird similar to a turkey",LX000646,06a64eb89b4f535d43a964e9256aea77,animal - bird,pava pintada,"Nacktgesichthokko, ein Hühnervogel"
SN001078,"respiration, breath",LX000647,3a3db44f988191d65177dd3525107306 ; c15d9c618077895d709063142b9006a9,body function,"respiración, aliento",Atem; Schnaufer
SN001079,clean,LX000648,9f81fbf77c2f495bbf38782bd2f9260c,state,limpio,sauber
SN001080,move,LX000649,,activity,moverse,sich bewegen
SN001081,"knot, make knot",LX000650,efa23fcb7e93041aa9f390826e3ba464,activity,hacer nudo,knoten; einen Knoten machen
SN001082,raise; educate,moakwasa,adac2f0feaf3e2ac83e2dbd9e9a902dc,activity,criar; educar,
SN001083,push; push forward,LX000651,2d25441aa10fe5b4e2bbfe4243ce9a38 ; 16636d566c0b5137e382c9c77985a56d,activity,empujar; empujar adelante,stoßen; vorwärtsstoßen
SN001084,destroy; dissolve; crumble; denude,LX000652,164ea730f7b1615018daeb234665f343,activity,destrozar; desolver; fragmentar; aplanar,zerstören; auflösen; zerbröckeln; abtragen
SN001085,thread or stick for beading fish or other things,LX000653,1cff977aea72f5adbc95a612bafa1e19 ; 9a04e6f2920f7bace3280eb55c68a0fa,activity,hilo o palo para poner pezcados u otras cosas,Schnur oder Stock auffädeln für Fische oder andere Dinge
SN001086,round thing,moapunga,d98c501384078efa3bcb5c53e36c6f84,object,cosa redonda,rundes.Objekt
SN001087,tune,LX000654,ae232e2f9f68e2a0261e1c9bce3cdbfb,activity,"templar, afinar instrumentos",ein Instrument stimmen
SN001088,smoke,mochimbo,621a96a514a79cc209c66849820a61f5,activity,fumar,rauchen
SN001089,shame someone,LX000655,8a9327ec6ed6a4fd97a2953625b54727,activity,avergonzar,beschämen
SN001090,"give someone food, feed",LX000656,a1b6f68d421c03e6f2d7b573ab506331,activity,dar de comer,jemandem zu essen geben
SN001091,put in place (PS.N),moendagwer,6f16a783102855d4c7a970f819c9e56d,activity,poner en lugar (PS.N),anstelle von jemandem einsetzen
SN001092,make oneself famous,LX000657,,activity,afamarse,sich berühmt machen
SN001093,make forget,moesarai,fd848200302275e4599fa44bba821c2a,activity,hacer olvidar,vergessen machen
SN001094,skip,LX000658,72d25e0d95b7d4f375c2e530ee1b0905,activity,saltar filas,säen
SN001095,increase,moeta,9169d279b5b18f38376fe1003403d208,activity,aumentar,vermehren
SN001096,scoop out,LX000659,c9dfc787dada174270fd0da30f2d4ea8,activity,sacar líquido,herausschöpfen
SN001097,build house for somebody,LX000660,9fca62b10e220888b3bbd1861303516b,activity,hacer casa para alguien,ein Haus für jemanden bauen
SN001098,sweetener,LX000661,1dcfaaf3161726d735a4b1dfb3467c49,food & drink,sustancia para endulzar algo,Süßungsmittel
SN001099,introduce; start; put into,moinge,ac9df25d53637e47943619e718d1cf3e,activity,introducir; iniciar; meter,einführen; beginnen; hineinlegen; hineingeben; hineinstellen
SN001100,put,moingo_1,bedb30203abbd0789a4a216fb3b6ba97 ; 0411eaf203f90dcfd02664fc748bfd54,activity,poner,setzen; stellen; legen
SN001101,maintain,moingo_2,bedb30203abbd0789a4a216fb3b6ba97 ; 0411eaf203f90dcfd02664fc748bfd54,activity,mantener,behalten
SN001102,distinguish,moingoe,,activity,distinguir,unterscheiden
SN001103,give life; keep alive,moingove,c50d11e7bede77257b65631dc40d4eb6,activity,dar vida; mantener vivo,
SN001104,"put, set",LX000662,3ed1a5a021edc06fe2921125b1cef2a0 ; ce38cd4fd19684223c4c892a81c8b154 ; 36f1d3a83399a2e36add1fd366b1c948,activity,colocar,etwas auf die Seite stellen
SN001105,prioritize,LX000663,,activity,anteponer,Vorrang geben
SN001106,annoy,LX000664,c57ea81979983e55fc03bdb4487a4b88,activity,molestar,beleidigen; in Wut versetzen
SN001107,"breastfeed, nurse",mokambu,,activity,"amamantar, dar el pecho",stillen
SN001108,lose,LX000665,,activity,perder,verlieren
SN001109,roast,LX000666,9b6f60118233a7a3fccae661fe2e67ac,activity,asar en chapapa,grillen
SN001110,make last,LX000667,,activity,hacer durar,dauerhaft machen
SN001111,swallow,LX000668,4a8dfe331518e5f34316ed74a25cd75a,activity,tragar,schlucken; verschlucken
SN001112,pairwise,LX000669,,manner,en pares,paarweise
SN001113,hopefully!,moma,f4c958ed1af9291191ab2397bbef6747,symptomatic,ojalá,hoffentlich!
SN001114,abuse,momarani,,activity,maltratar,misshandeln
SN001115,damage,LX000670,15bd19842790c5462a14da57c8bdedb5,activity,dañar,beschädigen; schädigen
SN001116,a species of small tree clabash that is mostly used for carrying fish bait,momo,3b4ce498ae6226cbd0df1fa589099351,object - household; object - container,una especie de tutuma pequeña que es especialmente para llevar carnaza de pescar,"kleine Baumkalebasse, die vor allem dazu genutzt wird, Fischköder zu transportieren"
SN001117,consult,momorandu,cde08f3faa178a65777351724b073752,activity,consultar,absprechen; informieren; auf etwas aufmerksam machen; Bescheid geben
SN001118,"seek, search for; investigate",LX000671,9678de4da4129aac2c759efc09524814,activity,buscar; rastrear,suchen; nachforschen
SN001119,"complete, finish",momba,74c60a44b80f70f3cba4618bd8d76c44,activity,"acabar, terminar, completar",vollenden
SN001120,give something as a present,LX000672,a89feee36434b51f1d0d4af8180eb13e,activity,dar algo de regalo,schenken
SN001121,flatten,mombe,02a20ecde95ef0f0f07f5dd958741e84 ; fc76edfa16874e0a57504832c8869de4,activity,aplastar,plätten; platt machen
SN001122,report,LX000673,cc1c0feb1c7fb0805f62e869c2cd3c97,activity,avisar,berichten
SN001123,repeat what has been said,LX000674,b09b6017fa47a5974298aff29fee50f3 ; 95e83bfd44d6fcfbe68cdf425d1c3b4b,activity,repetir lo dicho,das Gesagte wiederholen
SN001124,make a mat for somebody,mombiasa,64a0d330e572ad8ac144506404c14edc,activity,hacer estera para alguien,eine Matte für jemanden machen
SN001125,incline,mombicho,309df0336d235203c7374d94a58849d2,activity,inclinar,neigen
SN001126,fold palm leaf,mombipi,c59d450f8af21ee55ee734a4b2048967 ; 7d7b213d4cecb785702e54c62625c102,activity,doblar hoja de palmera,Palmblätter falten
SN001127,press,LX000675,c1d05e4ac15ec44cf229aa3d06f3032d,activity,apretar,drücken
SN001128,"make someone stay, not let somebody go",LX000676,91f13e768c0ff9ea839f40088e749be5 ; 3b7f7995273aa15377cf5ee4cfa4fe26,activity,"hacer quedar a alguien, no dejar ir a alguien",jemanden bleiben machen; jemanden nicht gehen lassen
SN001129,"calm; make someone rest, pause something",LX000677,0cbc4622bb260b3cdb15b19b821df0b7,activity,"calmar; suspender, detener una actvividad o cosa",beruhigen
SN001130,"soften, press until it gets soft",LX000678,9da869f206294969c3c0c304da210293,activity,"ablandar, apretar hasta que se pone blando",weich machen; weich drücken
SN001131,disband,mombo,,activity,despedir,verabschieden
SN001132,throw,mombo,576afc96b7566333f582c46df709d3d0 ; 56ad6b97d5320ecc799291f9e9fc9f48,activity,lanzar,verabschieden
SN001133,separate; detatch; divide,momboi,3a8518b846920bcfb20106f470b21a77 ; 393a5b1333eb79b1f9e08c527b76853f,activity,separar; desprender; dividir,trennen; absondern
SN001134,throw away,mombopo,2d121c8e34358d68b88b22223ce612a0,activity,"tirar, botar",wegwerfen
SN001135,calm,LX000679,9464fa47fa0511f26adf61af4dae9216 ; 57f27dbbd697ffdf3edcfa7f48e0b60d,activity,calmar,beruhigen
SN001136,"perforate, pierce, make a hole",mombu_1,12f6a43b3ff9c04c7a3e7642a02607b5,activity,"perforar, hacer un hueco",durchlöchern; durchbohren
SN001137,deflower,mombu_2,b66c62ee154d2bd472a27cb59ea37411,activity,desvirginar,entjungfern
SN001138,"waste, profligate",mombuka_1,da41fbdcd3af91043d9906a5aab50192,activity,desperdiciar,verschwenden
SN001139,"wasting action, profligation",mombuka_2,da41fbdcd3af91043d9906a5aab50192,action,"acción de desperdiciar, desperdicio",Verschwendung
SN001140,familiarize,momburu,32a230e4a56dea2493296ef782791652,activity,"familiarizarse con otra persona, acostumbrarse",gewöhnen
SN001141,make pregnant,LX000680,a3b6392753f4fd7e0ef61d058268a9ab,activity,embarazar,schwängern
SN001142,"mix, mix up, jumble",mona,50f8a3b927383023f305bed744f4ef2d,activity,"mezclar, entreverar",mischen; vermischen; durcheinanderwerfen
SN001143,assemble; collect,LX000681,1bc3bb6bf396cc7ad6b10c7bbb0b1f43,activity,reunir; recolectar,versammeln; sammeln
SN001144,make run,LX000682,d9b6447fb032c3f2525c0dbfa38ffb16,activity,hacer correr,laufen machen; rennen machen
SN001145,swing,LX000683,a7515b8a77a2a9455b84d05594c89fc7,activity,mecer,schaukeln
SN001146,put in a row,LX000684,,activity,poner en fila,in Reihe stellen
SN001147,converse,LX000685,baaa0d5b7915b487bf3f9334feb21767,activity - speech,conversar,schwatzen
SN001148,choose; put aside,LX000686,,activity,escojer; poner aparte,aussuchen; auswählen; beseite stellen
SN001149,be jealous of somebody,monda_1,43bdd9821a649eda02e32595b8b8edef ; 638fb16e53e4f420893f1faf8e406c12,activity,estar celoso de alguien,eifersüchtig sein auf jemanden
SN001150,theft,monda_2,6fbf467f54ada1d9f551d06d4e058f96,social relations,robo,Diebstahl; Raub
SN001151,thief,mondasar,,social relations; human,ladrón,Dieb; Räuber
SN001152,announce,mondaye,64aba374f91bf9a03dabc121dd9e360c,activity,anunciar,anmelden
SN001153,put on,monde,4d194d8c1a89b517233a33b8ffd3a74e,activity,ponerse,anziehen; aufsetzen
SN001154,chase off; chase,LX000687,9f123da6ec5a91e82d311dac128c369e,activity,espantar; corretear,verscheuchen; jagen
SN001155,make drip; distil,LX000688,f872a36a80f4b4884b2b3cc992cd7e96,activity,hacer gotear; destilar,tropfen machen; destillieren
SN001156,scribe,LX000689,e7c407a4ba82917bf18ee2efa914cff1,activity,rasgar,zerreißen; schleißen; ritzen; schlitzen
SN001157,make fall,LX000690,,activity,tumbar,fallen machen; zu Fall bringen
SN001158,first menstruation,LX000691,99e1ab15f39389cd1790bbc741c81ea7 ; 88f83fdc51440a92c8896b1482b62962,health,primera menstruación,erste Menstruation
SN001159,give; send,mondo,67d4205314f26e99200307ce9ca0dceb ; 3ef69163e528919c0630b486a22dc1dc,activity,dar; enviar,geben; senden; schicken
SN001160,restore someone to freedom,mondo_yepe,25b9bd544c02bcceb938ad38795b75cd,activity,dar libertad,die Freiheit schenken
SN001161,break; tear,mondoro,46229dbcbc7c139dcf47762b55243e26,activity,romper; rasgar,kaputt machen; zerreißen
SN001162,"let loose; cut, used for cutting thread or similar things",mondoso,01dcfbd07853b34a277c094c0007bf51,activity,"soltar; cortar, usado para cortar cuerdas o algo similar","schneiden, gebraucht für Fäden o.ä. schneiden"
SN001163,destroy,monduru,9bf1290f78295fe898b74cacf35ceb59,activity,"deshacer, destruir",zerstören
SN001164,make or let decompose,monduyu,c4d1eee5976cade63ccd97d8e05abc1c,activity,hacer o dejar podrir,verwesen lassen oder machen
SN001165,make oil,monga,89e0cafb62662c4c35ca1f996de04aa8,activity,hacer aceite,öl herstellen
SN001166,get mixed up,mongara,,activity,desconcertarse,durcheinandergeraten
SN001167,feed,mongaru,604803479cef25ffaa84c537585bfd11,activity,alimentar,ernähren
SN001168,oil; anoint,mongavu,c6f97d613f5d5ba2b8f3178a92f4d475,activity,untar aceite; ungir,ölen; salben
SN001169,offer chicha,LX000692,91cb23b7acac1b19212835df2521b38e,activity,convidar chicha,Chicha anbieten
SN001170,wake someone up,mongerai,8db47c34665bb9ad7658bb6c77683f74,activity,despertar a alguien,aufwecken
SN001171,stimulate,LX000693,912154c6620e57c6273a23d7a1518460,activity,animar,anspornen
SN001172,make quiet,mongiriri,43d44ffe127bc0d5206be62f6479e307,activity,"hacer callar, silenciar",Ruhe schaffen; zum Schweigen bringen
SN001173,make rain,LX000694,0844f381ab7d88eaa1d28f01f9565f97,activity,hacer llover,regnen lassen
SN001174,make fat,LX000695,42df5f145d01b8ed469e1c6a9d0bcb2a,activity,hacer engordar,dick machen
SN001175,make dirty,LX000696,d93c123c868e983d51f9bfe2e2e8847e,activity,ensuciar,schmutzig machen
SN001176,crumble; flake off,monguru,dc988731033196a7f8439daec65e6e4c,activity,desmenuzar,abbröseln; abbröckeln
SN001177,untighten; relax,LX000697,5f9057a8ad2f65565459e54f62c36673,activity,aflojar,lockern; lösen
SN001178,make flour,LX000698,a03e55e4941f5e2684a06b51efd37fbe,activity,hacer harina,Mehl machen
SN001179,make flour of something,LX000699,7995c31c2ace57add1009f00cd0a7a07,activity,hacer algo harina,etwas zu Mehl machen
SN001180,let go,mopana,,activity,escapar (de las manos),aus den Händen gleiten
SN001181,omit; make something lack,mopane,b01e94e492252326fd4098e491f6323d,activity,omitir; hacer faltar,auslassen; weglassen; etwas fehlen machen
SN001182,hurt,LX000700,,activity,lastimar,wehtun
SN001183,"twist, skew",LX000701,,activity,torcer,verdrehen
SN001184,break,LX000702,,activity,"quebrar, romper",durchbrechen; zerbrechen
SN001185,stain; paint,mopini,,activity,manchar; pintar,Flecken machen; malen
SN001186,widen a hole,LX000703,,activity,ensanchar un hoyo,ein Loch vergrößern
SN001187,make a net,LX000704,50fbcd1fe40460d239a24633f71111cc,activity,hacer una red,Netz knüpfen
SN001188,demand; consultation,morandusa,83149b9447c18eb02b6990c7f100da74,social relations,demanda; consultorio,Befragung; Nachfrage
SN001189,beauty; ornament,moranga,,other,belleza; ornato,Schönheit; Zierde
SN001190,a species of fish,morar_pira,,animal - fish,una especie de pez,Fischart
SN001191,bad,LX000705,,property,mal,schlecht
SN001192,sex,moreno,,social relations,sexo,Sex
SN001193,fornication sin,moreno_angaipa,13a863bad59b64bb48374213e7759358,religion & spirituality,pecado de sexo,Unzuchtssünde
SN001194,white,LX000706,209442b9b114a0aab95350b4f90b1bf4,colour,blanco,weiß
SN001195,"mojeño, person from Mojos",morokochi,afbc81106fbb46aa96c72f9f892264dd,human,mojeño,Moxo
SN001196,purple brown,LX000707,1c10875838a984a36bea2e54de698f6b,colour,de color violeta café,satt-violett; braun
SN001197,yellow,moroyu,d728bd2c56ccfae9ab383eed3d8d5a09,colour,amarillo fuerte,gelb
SN001198,strew,LX000708,e0bc2048933471d852e0b8711e870f55,activity,esparcir,streuen; verstreuen; versprengen
SN001199,shorten; reduce,mosapua,,activity,"acortar, recortar; reducir",kürzen; verkürzen
SN001200,"medicine, remedy",LX000709,f6f7df2fc094bf267ec45d67720c8d5c,health,"medicamento, remedio, medicina",Medikament; Arznei
SN001201,COND: conditional / temporal: if; when,mose_1,f0e8cd8b013a5c72b40e38aec06327df,grammatical - clause,COND: condicional / temporal: si; cuando; en caso de que,Konditional / Temporal: wenn; falls
SN001202,when,mose_2,f0e8cd8b013a5c72b40e38aec06327df,time,cuando; si,wenn
SN001203,knock,LX000710,d49db2b7e16c761cc58f93e154bec0c6,activity,golpear,klopfen
SN001204,"put paid to something, end something",LX000711,,activity,poner fin,etwas ein Ende setzen
SN001205,button,motoni,a0cd655ecac9217fb272496e891edf4e,object,botón,Knopf
SN001206,"a species of fruit, of a shrub called motoyoé in Spanish",LX000712,3f9203f6df691d5c9826794e092023e1,plant - fruit,fruto de la planta de motoyoé,Frucht eines Strauchs
SN001207,"a species of shrub, with hard wood",LX000713,3f9203f6df691d5c9826794e092023e1,plant,"motoyoé, especie de arbusto de madera dura",Strauchart von hartem Holz
SN001208,"flatten, make flat; press down; incline",motumbe,ffbc99afd0ba1f8c7333aee0aa387bdb,activity,aplastar; inclinar,niederdrücken; beugen
SN001209,make fly; let fly; remove peels (e.g. of rice) with the wind,moveve,e906e72f58d6d493321a4244cfb05154,activity,ventear; hacer volar,fliegen machen; fliegen lassen; Schalen (z.B. von Reis) durch Wind entfernen
SN001210,frustrate,LX000714,b9fe56c3b7eaf1d4491c07443d941ecb,activity,frustrar,vereiteln
SN001211,defame,LX000715,530a9df704acba6cfd6e67fa772cdf05,activity,difamar,verleumnden; jemandem einen schlechten Ruf machen
SN001212,few; rare,LX000716,7c2cfed88f67a64fb1f967714f002fa7,quantity,poco; escaso,wenig; selten
SN001213,lean against; incline,LX000717,,activity,inclinar; arrimar,biegen
SN001214,fidget,LX000718,3e5374dbbe47420cf38fccd12beb7a0d,activity,agitarse,zappeln; schnöbeln; sich heftig bewegen
SN001215,"confirm; keep tight, strong",LX000719,fa5c82c199ea77a29db9be5fb782ee46 ; 76e54430532aa41bef9d43db5473ecb4,activity,pegar (la puerta); sostener; mantener,befestigen; Mut machen
SN001216,"loosen the soil, dig in the soil",LX000720,982b4c8dee0b1bfbc42f6ca70b54ac62,activity,"cavar la tierra, hurgar la tierra",die Erde auflockern; die Erde aufwühlen
SN001217,"bread and other baked things: cake, biscuits etc.; host",moyape,2671e7297735037ea78564fedb16a2dd,food & drink,"pan y todo horneado: torta, pastel, galleta etc.; hostia","Brot und alles ähnliche Gebackene: Kuchen, Kekse etc.; auch Hostie"
SN001218,make someone kneel down,LX000721,039ece5d5ce7bf1f7ad0253c1c6f26ad,activity,poner alguien de rodilla,jemanden niederknien machen
SN001219,"turn something, turn around something",moyere,850b248913a858f65f138b946cc160eb ; 8cd0610bcc5ba0c112cb17ba3568673e,activity,"volver algo, voltear algo, dar la vuelta a algo",etwas drehen; etwas umdrehen
SN001220,mistake,LX000722,824f92e466aef51771da153368d8f1ea,activity,confundir,verwechseln
SN001221,imagine; suspect; have a presentiment,LX000723,5c23a29da82021791687b3d0e03c713c,activity,imaginarse; sospechar; presentir,sich vorstellen; vermuten; vorausahnen
SN001222,shadow; make shadow,LX000724,31c5aaa48a20a1ad388cde5c3785a419,property,sombra; dar sombra,Schatten; Schatten spenden
