ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs,alt_translation1,alt_translation2
XV000582,gyr,ndavɨyei mandiyu monu'ä pa ägwä,,,it is not possible to harvest all of the cotton,,,Hoeller 1932a:108,SN001003,,"no es posible cosechar todo el algodón ; es ist nicht möglich, die ganze Baumwolle zu ernten"
XV000583,gyr,mandi'o rapörë,,,spoiled manioc,,,Hoeller 1932a:108,SN001006,yuca podrida,verdorbener Maniok
XV000584,gyr,mandi'o rüpïa,,,manioc starch,,,Hoeller 1929:46,SN001006,almidón de yuca,Maniokstärke
XV000585,gyr,ndaikatuvei gwimaraïko,,,I cannot work anymore (as a cook),,,Hoeller 1932a:111,SN001013,ya no puedo trabajar (de cocinero/-a),ich kann nicht mehr arbeiten (als Koch)
XV000586,gyr,che reko marane'ɨ̈,,,"I am healthy, innocent",,,Hoeller 1932a:111,SN001014,"estoy sano/-a, inocente","ich bin gesund, unschuldig"
XV000587,gyr,"marä che reko ägwä aseka, ayosuno",,,I have provoked my own damage and found it,,,Hoeller 1932a:110,SN001015,he causado daño a mi mismo/-a por actuar irresponsable,ich habe meinen eigenen Schaden gesucht und gefunden
XV000588,gyr,tekomarä,,,ruined life,,,Hoeller 1929:46,SN001015,vida arruinada,ruiniertes Leben
XV000589,gyr,märä pä?,,,What is it? What's up?,,,Hoeller 1932a:109,SN001016,Qué es? Qué pasa? Qué hay?,Was ists? Was gibts?
XV000590,gyr,maräkana toasa,,,a parrot species,,,Hoeller 1932a:111,SN001017,una especie de loro,eine Papageienart
XV000591,gyr,nde ma'echiröi ai,,,you are a lier,,,Hoeller 1932a:70,SN001023,vos sos un/-a mentiroso/-a,du bist ein Lügner
XV000592,gyr,Tüpa rese aima'ei,,,I give it as charity,,,Hoeller 1932a:107,SN001024,lo doy de limosna (por Dios reparto),ich gebe es als Almosen
XV000593,gyr,"ma'endu'asa, ñemoma'endu'asa",,,"greetings, send greetings",,,Hoeller 1932a:107,SN001026,"saludos, mandar saludos","Grüße, grüßen"
XV000594,gyr,mba'erä pä amondara ndeu viña?,,,I don't know why or what for I should give it to you!,,,Hoeller 1932a:114,SN001028,no sé para qué o por qué te lo diera!,"Ich wüsste nicht, wozu oder warum ich es dir geben sollte!"
XV000595,gyr,ama'ë,,,"I look, I wake up, I am awake",,,Hoeller 1932a:106,SN001029,"yo miro, despierto, estoy despierto/-a","ich schaue, bin wach, erwache"
XV000596,gyr,ɨvɨra ma'ëpü,,,wood for making a bongo,,,Hoeller 1932a:107,SN001032,madera para hacer bombo,Holz für eine Trommel
XV000597,gyr,ma'üve,,,small space inbetween,,,Hoeller 1932a:111,SN001034,pequeño espacio en medio,schmaler Abstand dazwischen
XV000598,gyr,ma chini?,,,What is he/she doing?,,,Hoeller 1932a:106,SN001036,Qué está haciendo?,Was tut er?
XV000599,gyr,añomä,,,I bundle it,,,Hoeller 1932a:106,SN001037,"hago bultos, hago haces",ich bündle es
XV000600,gyr,"mba'e mëgwä, teko mëgwä",,,"damage, evil, wound, accident",,,Hoeller 1932a:125,SN001040,"daño, mal, herida, accidente","Schaden, übel, Wunde, Unfall, schlimmer Vorfall, schlimmes Ereignis"
XV000601,gyr,chereko megwä chupe,,,"extreme change caused by an accident, sudden physical or mental change",,,Hoeller 1929:53,SN001040,"cambio extremo por accidente, cambio repentino físicamente o psicológicamente","extreme durch einen Unfall herbeigeführte Veränderung, plötzliche physische oder psychische Veränderung"
XV000602,gyr,imemendar,,,"the ones who belong to the same time or section, the ones who came together",,,Hoeller 1932a:126,SN001041,"los que pertenecen a la misma época o partida, los que llegaron juntos","die der gleichen Zeit oder Partie angehören, die zusammen ankamen"
XV000603,gyr,che so memeve peporavɨkɨ,,,"when I leave riding, you will immediately start working",,,Hoeller 1932a:126,SN001042,"en cuanto salgo montando, ustedes empezerán a trabajar inmediatemente","wenn ich abreite, werdet ihr sofort mit der Arbeit beginnen"
XV000604,gyr,"ipochiamembe, iyesɨomembe",,,"the breast of the dying person melts, i.e. he rattles",,,Hoeller 1932a:125,SN001043,"el pecho del moribundo se derrite, o sea el moribundo estertora","des Sterbenden Brust schmilzt, d.h. er röchelt"
XV000605,gyr,imomembepɨr,,,fried duck,,,Hoeller 1932a:125,SN001043,pato freido,"gebraten (Ente), geschmolzen"
XV000606,gyr,imembɨr anga,,,her ctep child,,,Hoeller 1932a:125,SN001044,su hijastro/-a,ihr Stiefkind
XV000607,gyr,aimeno,,,I fornicate her,,,Hoeller 1932a:127,SN001045,yo la fornico,ich treibe Unzucht mit ihr
XV000608,gyr,"mendasa, mendagwer",,,wedding,,,Hoeller 1932a:126,SN001046 ; SN001048,boda,Heirat
XV000609,gyr,che rëta mendar,,,the ones that are in my house,,,Hoeller 1932a:124,SN001047,los que están en mi casa,die in meinem Hause sind
XV000610,gyr,che mer,,,my husband,,,Hoeller 1932a:124,SN001049,mi esposo,mein Ehemann
XV000611,gyr,imer va'e - nimer va'e,,,married woman - single women,,,Hoeller 1929:53,SN001049,casada - soltera,verheiratete Frau - ledige Frau
XV000612,gyr,che merä,,,my bridgegroom,,,Hoeller 1932a:127,SN001050,mi novio,mein Bräutigam
XV000613,gyr,eime'ë cheu,,,give it to me (the knife),,,Hoeller 1932a:124,SN001053,dámelo (el cuchillo),"gib es mir, das Messer etz."
XV000614,gyr,ituyu mimoi,,,the soup has boiled away,,,Hoeller 1932a:128,SN001061,la sopa está cocida demasiado,die Suppe ist verkocht
XV000615,gyr,mimbi atɨ,,,it is strongly bubbling up,,,Hoeller 1932a:171,SN001062,muchas burbujas suben,es steigen reichlich Bläschen auf
XV000616,gyr,che remimbɨ,,,"my flute, my wind instrument",,,Hoeller 1932a:128,SN001063,"mi flauta, mi instrumiento de viento","meine Flöte, mein Blasinstrument"
XV000617,gyr,pira mimboke,,,fish wrapped in a banana leaf ready for frying or roasting,,,Hoeller 1932a:128,SN001065,pescado envuelto en hoja de plátano para asar,"Fische, in Bananenblättern eingemacht zum Rösten"
XV000618,gyr,minisa,,,smallness,,,Hoeller 1932a:128,SN001067,pequeñidad,Kleinheit
XV000619,gyr,che remindu'u,,,what I have chewed,,,Hoeller 1932a:128,SN001068,lo que yo he masticado,was ich gekaut habe
XV000620,gyr,amisapo / ayapo misa,,,I celebrate mass,,,Hoeller 1932a:129,SN001071,oficio la misa,ich lese Messe
XV000621,gyr,che remitɨ̈,,,"my sowing, my vegetables",,,Hoeller 1932a:129,SN001072,"mi sembradío, mis verduras","meine Saat, mein Gemüse"
XV000622,gyr,imimbɨr,,,"hidden, occult",,,Hoeller 1932a:127,SN001073,"escondido, oculto","verborgen, versteckt"
XV000623,gyr,mɨmba e'ɨ̈,,,a non-domesticated animal of the woods,,,Hoeller 1932a:130,SN001074,"animal del monte, no domesticado",ungezähmtes Tier des Waldes
XV000624,gyr,mɨtü gwar,,,another curassow,,,Hoeller 1932a:130,SN001077,otra especie de pava,ein anderer Hühnervogel
XV000625,gyr,amomɨtü'ë,,,I make him/her breathe,,,Hoeller 1932a:130,SN001078,"le hago resollar, respirar","ich mache ihn schnaufen, atmen"
XV000626,gyr,emɨ̈i mini!,,,Move a bit!,,,Hoeller 1932a:129,SN001080,Mové un poco! Muévete un poco!,Rühr dich ein bisschen!
XV000627,gyr,amoakɨ̈ta,,,I make the knot,,,Hoeller 1932a:131,SN001081,yo hago el nudo,ich knüpfe es
XV000628,gyr,amoakwa,,,"I educate him/her, I make him/her a responsible person",,,Hoeller 1932a:131,SN001082,"le educo, le hago una persona responsable","ich erziehe ihn, mache ihn vernünftig"
XV000629,gyr,amoañai,,,"I push it, I push it forward",,,Hoeller 1932a:18,SN001083,"le golpeo, lo empujo adelante","ich gebe ihm einen Stoß, ich schiebe/stoße es vorwärts"
XV000630,gyr,amoaña'añai,,,"I keep pushing it, I push it",,,Hoeller 1932a:131,SN001083,"lo sigo empujando, lo empujo","ich stoße es fortwährend, schiebe es"
XV000631,gyr,amoapɨ̈ta pira,,,I bead fish on a string,,,"Hoeller 1932a:26, 281",SN001085,afilo los pescados en un hilo,ich reihe die Fische auf einer Schnur auf
XV000632,gyr,amoapunga,,,I make it rounded like a jug,,,Hoeller 1932a:28,SN001086,lo hago abombado como un cántaro,ich mache es bauchig wie einen Krug
XV000633,gyr,amochimbo,,,I smoke it,,,Hoeller 1932a:132,SN001088,lo fumo,"ich rauche es, verrauche es"
XV000634,gyr,amochï,,,I shame him/her,,,Hoeller 1932a:131,SN001089,le averguenzo,ich beschäme ihn
XV000635,gyr,amoembi'u,,,I give him food or provisions,,,Hoeller 1932a:132,SN001090,"le doy comida, tapeque","ich gebe ihm zu essen, verproviantiere ihn, versorge ihn"
XV000636,gyr,ayemoesarai,,,"I recover, I look for distraction from work or pain, I am on holidays",,,Hoeller 1932a:132,SN001093,"me recupero, quiero olvidar el trabajo o la pena, estoy de vacaciones","ich erhole mich, suche Vergessen für Arbeit oder Pein, mache Ferien"
XV000637,gyr,amoeta,,,I increase it,,,Hoeller 1932a:132,SN001095,lo aumento,ich vermehre es
XV000638,gyr,amoëta,,,"le hago una casa, cerco una planta",,,Hoeller 1932a:132,SN001097,"I build a house for him/her, make a fence for a plant","ich mache ihm ein Haus, mache einer Pflanze eine Umzäunung"
XV000639,gyr,amoingo,,,"I arrange it, I order it",,,Hoeller 1932a:90,SN001100,"yo lo acomodo, lo arreglo, lo encargo","ich richte es her, richte es ein, bestelle es"
XV000640,gyr,che moingo eve kɨse rese,,,"you have fixed me with the knife, you made me incapable of fighting (said to a person who pinched one's hand with a knife)",,,Hoeller 1932a:133,SN001101,"me has determinado con el cuchillo, me hiciste fuera de combate (diciendolo a la persona que le ha pinchado el cuchillo en la mano)","du hast mich mit dem Messer festgelegt, kampfuntüchtig gemacht, zu dem, der ihm das Messer in die Hand stach"
XV000641,gyr,añemoɨ̈rö,,,"I get angry, I am annoyed",,,Hoeller 1932a:133,SN001106,"me pongo bravo, me molesto","ich gerate in Wut, werde zornig, ärgere mich"
XV000642,gyr,amokä'e,,,I barbecue it on the grill or chapapa,,,Hoeller 1932a:131,SN001109,lo aso en la parilla o en la chapapa,"ich brate es, auf dem Rost oder der Chapapa"
XV000643,gyr,ndaikatui imokö,,,I cannot swallow it,,,Hoeller 1932a:131,SN001111,no lo puedo tragar,ich kann es nicht schlucken
XV000644,gyr,ëgwï eita moma peyepa!,,,"you can all say: if God wanted it, it would be like that!",,,Hoeller 1932a:133,SN001113,"todos ustedes pueden decir: si Dios quiesiera, así sería!","Ihr dürft alle sagen: wollte Gott, es wäre so!"
XV000645,gyr,amomarä,,,"I damage it, I make it bad",,,Hoeller 1932a:136,SN001115,"lo daño, lo empeoro","ich beschädige es, mache es schlecht"
XV000646,gyr,amomorandu,,,I inform him/her,,,Hoeller 1932a:136,SN001117,le aviso,"ich mache ihn aufmerksam, informiere ihn"
XV000647,gyr,amomösë,,,"I search for something, I go into a matter, I follow it",,,Hoeller 1932a:136,SN001118,"busco algo, escarbo una cuestión, sigo algo","ich suche nach etwas, gehe einer Sache nach, verfolge es"
XV000648,gyr,amomba'e eta,,,I enrich him/her,,,Hoeller 1932a:133,SN001120,le enriquezo,ich bereichere ihn
XV000649,gyr,amombe kwarepochi (2019: gwarepochi),,,I forge the iron into plates,,,Hoeller 1932a:115,SN001121,forjo el hierro haciendole plancha,ich schmiede das Eisen zu Platten
XV000650,gyr,amombe'u tirpɨrɨ,,,"I praise him, I bless him",,,Hoeller 1929:56,SN001122,"le alabo, le bendigo","ich preise ihn, ich segne ihn"
XV000651,gyr,amombiasa,,,I gave him/her a mat,,,Hoeller 1932a:134,SN001124,yo le di estera,ich gab ihm eine Matte
XV000652,gyr,amombicho,,,"I incline something, like a bottle",,,Hoeller 1932a:134,SN001125,"inclino algo, como una botella","ich neige etwas, wie eine Flasche"
XV000653,gyr,amombipi pindo,,,I fold palm leaves for roofing,,,Hoeller 1932a:116,SN001126,doblo hojas de palmera para techar,ich falte Palmblätter zum Dachdecken
XV000654,gyr,che po amombɨ,,,I trap my hand,,,Hoeller 1932a:134,SN001127,me estoy apretando la mano,ich quetsche meine Hand
XV000655,gyr,amombɨta,,,"I make him/her stay, I don't let him/her go",,,Hoeller 1932a:134,SN001128,"le hago quedarse, le impido salir, no le dejo ir","ich mache ihn bleiben, veranlasse ihn zum Bleiben, verhalte ihn"
XV000656,gyr,amombɨtu'ü,,,"I calm it, I let them rest",,,Hoeller 1932a:135,SN001129,"lo calmo, les dejo descansar","ich beruhige es, lasse sie ausrasten"
XV000657,gyr,amombɨ̈mɨi,,,"I soften it, I press it soft",,,Hoeller 1932a:135,SN001130,"lo ablando, lo apreto que queda blando","ich erweiche es, drücke es weich"
XV000658,gyr,amombo,,,"I throw it away, pour it away, discard it, shoot (the gun)",,,Hoeller 1932a:135,SN001132,"lo boto, lo desecho, disparo (la escopeta)","ich werfe es weg, schütte es weg, verwerfe es, schieße los, die Büchse"
XV000659,gyr,amomboi,,,I seperated it,,,Hoeller 1932a:135,SN001133,yo lo separé,ich habe es abgesondert
XV000660,gyr,amombopo imogwä ëɨ,,,I throw away the litter,,,Hoeller 1932a:135,SN001134,boto la basura,ich werfe den Kehricht fort
XV000661,gyr,amombo'o,,,"I calm down the crying child, I staunch its tears",,,Hoeller 1932a:121,SN001135,"calmo el niño que está llorando, mitigo sus lagrimas","ich beruhige das weinende Kind, stille sein Weinen, stille die Tränen"
XV000662,gyr,amombu (2019: ambopu),,,"I perforate it, I make a hole in the tree to take out honey, I open a wound, I pierce it",,,Hoeller 1932a:123,SN001136,"lo perforo, hago un hueco en el árbol para sacar miel, abro la herida","ich durchlöchere es, mache im Baum ein Loch, um Honig herauszunehmen, öffne eine Wunde, durchbohre es"
XV000663,gyr,amombu,,,"I deflower, I rape",,,Hoeller 1932a:135,SN001137,"desvirgino, violo","ich entjungfere, vergewaltige"
XV000664,gyr,mba'e mombukasar,,,profligate,,,Hoeller 1932a:135,SN001139,derrochador,Verschwender
XV000665,gyr,ko mbɨa omomburu ai ɨupa (2019: ɨpa),,,this person is very used to the lagoon,,,Hoeller 1932a:136,SN001140,esta persona está muy acostumbrada a la laguna,dieser Mensch ist sehr vertraut mit der Lagune
XV000666,gyr,"amomburu'a, amopuru'a",,,I make her pregnate,,,Hoeller 1932a:124,SN001141,la embarazo,ich schwängere sie
XV000667,gyr,amona kavɨ̈i ɨ rese,,,I mix the chicha with water,,,Hoeller 1932a:136,SN001142,mezclo la chicha con agua,ich verdünne die Chicha mit Wasser
XV000668,gyr,amonu'ä,,,"I collect it, I harvest it, I assemble it",,,Hoeller 1932a:139,SN001143,"lo recolecto, lo cosecho, lo junto","ich sammle es, ernte es, versammle es"
XV000669,gyr,amoña,,,"I make him/her run, I hurry him/her, I chase him/her",,,Hoeller 1932a:140,SN001144,"le hago correr, le apuro, le correteo","ich mache ihn laufen, treibe ihn zur Eile, verfolge ihn"
XV000670,gyr,che moñachimo eve!,,,swing me! cradle me!,,,Hoeller 1932a:140,SN001145,mecéme!,Schaukle mich! Wiege mich!
XV000671,gyr,amonda che rapichar che rembireko rese,,,I am jealous of my neighbour because of my wife,,,Hoeller 1932a:136,SN001149,estoy celoso de mi vecino por mi mujer,ich bin auf meinen Nachbar eifersüchtig wegen meiner Frau
XV000672,gyr,che monda sese,,,I steal it,,,Hoeller 1932a:136,SN001150,lo robo,ich stehle es
XV000673,gyr,imonda agwer,,,what he/she has stolen,,,Hoeller 1929:57,SN001150,lo que él/ella ha robado,was er geraubt hat
XV000674,gyr,che mondaye eve Ascension ve,,,announce my arrival in Ascensión!,,,Hoeller 1932a:137,SN001152,anuncia mi llegada en Ascensión!,sag mich in Ascensión an!
XV000675,gyr,amonde che ye'ese / ayemonde ipɨpe,,,I put on a piece of clothing,,,Hoeller 1932a:137,SN001153,me pongo una ropa,ich ziehe ein Kleidungsstück an
XV000676,gyr,amondɨi,,,I chase it off,,,Hoeller 1932a:137,SN001154,lo espanto,ich verscheuche es
XV000677,gyr,amondɨkɨ,,,"I make it drip, I distil it, I let it trickle out",,,Hoeller 1932a:137,SN001155,"lo hago gotear, lo detsilo, dejo correr","ich bringe es zum Tröpfeln, destiliere es, lasse es ausrinnen"
XV000678,gyr,yakare che mondɨrɨ,,,the caiman has torn me open,,,Hoeller 1932a:137,SN001156,el caiman me rasgó,der Kaiman hat mich aufgerissen
XV000679,gyr,ayemondɨ'a,,,I have my first menstruation,,,Hoeller 1932a:137,SN001158 ; SN003297,tengo mi primera menstruación,ich habe meine erste Menstruation
XV000680,gyr,amondo,,,"I send it, I give it, I shoot a bow, I put it, I throw it, I deliver it",,,Hoeller 1932a:137,SN001159,"lo envio, lo doy, disparo el arco, lo pongo, lo boto, lo entrego","ich schicke es, gebe es, schieße einen Bogen ab, lege es, werfe es, übergebe es"
XV000681,gyr,amondoro,,,"I tear it, the cloth, I demolish a wall",,,Hoeller 1932a:138,SN001161,"rompo la tela, derribo la pared","ich zerreisse es, das Tuch, reisse eine Mauer nieder"
XV000682,gyr,amondoso,,,"I tear it off, like a thread",,,Hoeller 1932a:138,SN001162,"lo arranco, como un hilo","ich reisse es ab, wie einen Faden"
XV000683,gyr,amonduyu,,,"I let it rot, I make it earth like dung",,,Hoeller 1932a:138,SN001164,"lo dejo podrir, lo hago tierra como los excrementos","ich lasse es verwesen, mache es zu Humus, wie den Mist"
XV000684,gyr,amonga ɨvä'ɨ̈i,,,I make oil from the seeds of the cusi palm,,,Hoeller 1932a:138,SN001165,hago aceite de semilla de cusi,ich mache öl aus den Cusikernen
XV000685,gyr,amongaru,,,I feed it,,,Hoeller 1932a:139,SN001167,yo lo alimento,ich ernähre es
XV000686,gyr,"amongavu, amokavu",,,"I amoint it, I shine it; I make it smooth, shiny, I confirm him, I varnish it",,,Hoeller 1932a:138,SN001168,"lo pongo crema, lo pulo, lo hago plano, brillante, le confirmo, lo barnizo","ich salbe es, wichse es, mache es glatt, glänzend, ich firme ihn, firnisse es, lackiere es"
XV000687,gyr,amonga'u / amoka'u,,,I gave him/her chicha to drink,,,Hoeller 1932a:146,SN001169,yo le di de tomar chicha,ich lade ihn zur Chicha ein
XV000688,gyr,amongerai,,,"I disturb him/her while sleeping, I wake him/her up",,,Hoeller 1932a:139,SN001170,"le molesto en su sueño, le despierto","ich störe ihn im Schlafe, wecke ihn auf"
XV000689,gyr,amongiere'ɨ̈,,,I stimulate him/her to work,,,Hoeller 1932a:139,SN001171,le animo a trabajar,"ich mache ihm Lust zur Arbeit, sporne ihn an"
XV000690,gyr,amongiriri,,,"I calm it, I make the children be quiet",,,Hoeller 1932a:139,SN001172,"lo calmo, callo a los niños","ich beruhige es, schaffe Ruhe unter ihnen, den Kindern"
XV000691,gyr,amongɨ katu,,,I made it rain more,,,Hoeller 1929:58,SN001173,yo lo hice que lloviera más,ich lasse es mehr regnen
XV000692,gyr,"amongɨra, amokɨra",,,"I make it fat, I fish with bait",,,Hoeller 1932a:139,SN001174,"lo hago gordo, pesco con carnaza","ich mache es fett, fische mit Köder"
XV000693,gyr,"amongɨ'a, amokɨ'a",,,I make it dirty,,,Hoeller 1932a:139,SN001175,lo ensucio,ich beschmutze es
XV000694,gyr,oyemongu'ei che rumbɨkwasa,,,my belt got loose,,,Hoeller 1932a:146,SN001177,mi cinturón se aflojó,mein Gürtel hat sich gelockert
XV000695,gyr,ambongu'ei,,,I untighten it,,,Hoeller 1932a:146,SN001177,lo aflojo,ich lockere es
XV000696,gyr,ayemongu'ei,,,I relax,,,Hoeller 1929:62,SN001177,yo me relajo,ich entspanne mich
XV000697,gyr,amongu'i,,,I make it flour,,,Hoeller 1932a:139,SN001178,lo hago harina,ich mache es zu Mehl
XV000698,gyr,amopane,,,I didn't give him/her his/her part,,,Hoeller 1932a:140,SN001181,no le di su parte,ich habe ihm seinen Teil nicht gegeben
XV000699,gyr,amopɨsa inimbo,,,I make a net,,,Hoeller 1932a:186,SN001187,tejo una red,ich flechte ein Netz
XV000700,gyr,morochïgwer,,,something that was white,,,Hoeller 1932a:140,SN001194,lo que era blanco,was weiß war
XV000701,gyr,amosaï,,,"I strew it, like seeds",,,Hoeller 1932a:141,SN001198,"lo desparramo, lo ersparzo como la siembra","ich verschütte es, verstreue es wie das Korn beim Säen"
XV000702,gyr,amosapua,,,I make it shorter,,,Hoeller 1929:143,SN001199,lo acorto,ich kürze es
XV000703,gyr,mosä oporomongwera va'e,,,poison that cures,,,Hoeller 1932a:141,SN001200,veneno que cura,heilendes Gift
XV000704,gyr,"ko ya mose, aipo ya mose, aipo mose",,,"if it is like that, under these circumstances",,,Hoeller 1932a:141,SN001201,"si es así, dadas las circunstancias","wenn es so ist, unter diesen Umständen"
XV000705,gyr,amotä ɨvɨra,,,I knock the trees in order to peel off their bark,,,Hoeller 1932a:139,SN001203,golpeo los árboles para sacar la corteza,"ich klopfe die Bäume, um die Rinde abzuschälen"
XV000706,gyr,vɨraï oɨvɨrambota,,,the birds peck on the stem,,,Hoeller 1932a:122,SN001203,los pájaros picotean el tallo,die Vögel klopfen an den Stamm
