ID,Language_ID,Headword,Part_Of_Speech,Borrowed_Word,Comment,Dialect_Genderlect_Info,Entry_IDs,Language_of_Origin,Media_IDs,Paradigm,Source_Citation_Form,Variant_Form
LX000740,gyr,mba'e anga,n,,2019: mba'e anga'u,,,gyr,,,mbae teĩ od. mbae anga (Hoeller 1932a:114); mbae anga teĩ (Hoeller 1932a:113),"mba'e anga tëi, mba'e tëi"
LX000741,gyr,mba'e asɨ,n,,,,LX000749,gyr,,imba'e asɨ,"mbae azì, imbae azì (Hoeller 1932a:113)",mba'e rasɨ
LX000742,gyr,mba'e avaete,n,,,,,gyr,,,mbae ai bete (Hoeller 1932a:113),
LX000743,gyr,mba'e eta,n,,,Ascención,LX000771,gyr,,,mbae eta (Hoeller 1932a:113); mbae eta (Hoeller 1929:47),mba'ereta
LX000744,gyr,mba'e mose,exp,,,Ascención,,,,,-; mbae moze (Hoeller 1929:47),
LX000745,gyr,mba'e nungar,exp,,,,,gyr,,,mbae nongar (Hoeller 1932a:114); mbae nongar (Hoeller 1929:47),
LX000746,gyr,mba'e ñasa,n,,,,,gyr,,,"ñã, añoñã; mbae ñaza (Hoeller 1932a:148); ña, iñaza -mbae ñaza (Hoeller 1929:63)",
LX000747,gyr,mba'e oyɨgwar,n,,,,LX001423 ; LX001976,gyr,,,yì (Hoeller 1932a:301); yǐ - mbae oyǐ guar - amboyǐ (Hoeller 1929:131),
LX000748,gyr,mba'e pɨpe pä,exp,,,,,gyr,,,mbae pìpe pã? (Hoeller 1932a:114),mba'e pɨpe pa
LX000749,gyr,mba'e rasɨ,exp,,,preferred in Ascensión,LX000741,gyr,,,"mbae razì, mbae razìza (Hoeller 1932a:114)",
LX000750,gyr,mba'e ra'ɨ̈i,n,,,,LX001246 ; LX001342,gyr,,(ra'ɨ̈i R-S-T-0),"ãỹĩ (Hoeller 1932a:13, 37)",mba'e a'ɨ̈i
LX000751,gyr,mba'e rɨru,n,,,,,gyr,,,"rìru, Z. mbae rìru (Hoeller 1932a:224)",
LX000752,gyr,mba'e ro'o,n,,,,LX001287,gyr,,,mbae roo (Hoeller 1932a:114),
LX000753,gyr,mba'e sovɨ va'e,n,,,,LX001281 ; LX001481 ; LX001702,gyr,,,"-; tobǐ - caa obǐ, mbae zobǐbae (Hoeller 1929:110)",
LX000754,gyr,mba'e tëï,n,,,,LX000740,gyr,,,mbae teĩ od. mbae anga (Hoeller 1932a:114); mbae teî anga (Hoeller 1929:47),
LX000755,gyr,mba'e vai ete,n,,,,,gyr,,,mbae ai bete (Hoeller 1932a:113),
LX000756,gyr,mba'egwa,v.der,,,,,gyr,,,mbaegua (Hoeller 1932a:113),
LX000757,gyr,mba'eite,n,,,,,,,,-; itee - chembae itee - iteremi (Hoeller 1929:38),
LX000758,gyr,mba'ekangwer,n,,,,,,,,"mbae canguer (Hoeller 1932a:113); câ, mbae cânguer (Hoeller 1929:19); mbae cancuer (Hoeller 1929:47)",
LX000759,gyr,mba'ekwasa,n,,,,,gyr,,,-; cuaa - aicuaa - aicuaa uca-ayecuaa (Hoeller 1929:23),
LX000760,gyr,mba'ekwer,n,,,,,gyr,,,mbaécuer (Hoeller 1932a:113); mbae cuer (Hoeller 1929:47),
LX000761,gyr,mba'emoatɨrösa,n,,,,LX000315 ; tupeicha ; LX001679,gyr,,,"-; tǐguǐro, aitǐguiro - mbae tiguǐ rôza (Hoeller 1929:108)",mba'etɨrösa?
LX000762,gyr,mba'embiar,n,,,,LX000643,gyr,,,mbaembiar (Hoeller 1932a:114); mbaé mbiar (Hoeller 1929:47),ma'embiar
LX000763,gyr,mba'embiarusu,n,,,,,,,,-; mbae mbia ruzu (Hoeller 1929:47),
LX000764,gyr,mba'emboasɨ,v,,,,LX000839,,,omba'emboasɨ,"-; mbae oazǐ, ombae eazǐ (Hoeller 1929:47)",
LX000765,gyr,mba'epɨ̈tü,n,,,,,gyr,,mba'epɨ̈tü; amapɨ̈tü,"pỹntũ, mbae pỹntũ od. amar pỹntũ (Hoeller 1932a:189); puâ, opuâ amar, opuâ mbae pýta (Hoeller 1929:87)",ma'epɨ̈tü
LX000766,gyr,mba'eraper,n,,,,,gyr,,,mbae raper (Hoeller 1932a:114),
LX000767,gyr,mba'era'ɨkwer,n,,,,,gyr,,,mbae raìcuer (Hoeller 1932a:114); mbae raǐcuer (Hoeller 1929:47),
LX000768,gyr,mba'eräro,n,,,,,,,,-; mbae rana (gua) azo (Hoeller 1929:47),
LX000769,gyr,mba'erä'äsa,n,,,,,,,,-; mbae râaza (Hoeller 1929:47),
LX000770,gyr,mba'erekwa,n,,,,,gyr,,,-; mbae recua recua - ayemboe recua (Hoeller 1929:50),
LX000771,gyr,mba'ereta,n,,,Urubichá,LX000743,gyr,,,mbae eta (Hoeller 1932a:113) ; mbae eta (Hoeller 1929:47),mba'e eta
LX000772,gyr,mba'erɨku,n,,,,LX001648,gyr,,,-; tǐcu - mbaerǐcu - amboǐcu (Hoeller 1929:107),
LX000773,gyr,mba'erumbɨkɨäpe,n,,lit: animal with benched soft hips,,apeape_usa,gyr,235dc6ebc0d4e3b894e2df6e812291fd,,"mbae rumbìquìrãpẽ (Hoeller 1932a:114); mbae ro muquirápe (Hoeller 1929:47); muquǐra pe, mbaerumbuquirape (Hoeller 1929:59)",
LX000774,gyr,mba'erupiar,n,,,,,gyr,,,mbae rupiár (Hoeller 1932a:114); mbae rúpiar (Hoeller 1929:47),
LX000775,gyr,mba'e'ɨ̈,n,,,,,gyr,,,-; mbae eý = ndiropoibae (Hoeller 1929:47),mba'e e'ɨ̈
mbe,gyr,mbe,n,,2019: Spanish loan is used,,pe_2 ; mombe,gyr,,,mbe (Hoeller 1932a:115); mbê - mombeza - amombê (Hoeller 1929:48),
mbegwe,gyr,mbegwe,n,,,,,gyr,,,mbegue (Hoeller 1932a:115); mbegue - aba mbegue (Hoeller 1929:48),
LX000776,gyr,mberɨ,n,,,,,gyr,,,"mberì (Hoeller 1932a:115); merì (Hoeller 1932a:127) ; mberǐ (Hoeller 1929:48); merǐ, mberǐ, merǐcua (Hoeller 1929:53)",merɨ
LX000777,gyr,mberɨ pako,n,,,,,gyr,,,-; paco (Hoeller 1929:70),
LX000778,gyr,mberɨ tayai,n,,,,,gyr,,,taya (Hoeller 1932a:238); taya - itaya - mberitaya ? (Hoeller 1929:100),
LX000779,gyr,mberɨro,n,,,,,,,,-; mbebǐro (zeta/!) (Hoeller 1929:49),
mberu,gyr,mberu,n,,,,,gyr,,,meru (Hoeller 1932a:127); meru (Hoeller 1929:53),
LX000780,gyr,mbiaɨsu,n,,,,,gyr,,che rembiaɨsu,"mbiaìzu, che rembiaìzu (Hoeller 1932a:115) ; mbiaǐzu (Hoeller 1929:48); mbiaǐzu, -temiaǐzu (Hoeller 1929:6)",
mbiasa,gyr,mbiasa,n,,,,pia ; yopia,gyr,,,mbiaza (Hoeller 1932a:115); mbiaza (Hoeller 1929:48),
LX000781,gyr,mbichɨrɨ,n,,,,,gyr,,,"mbichìr (Hoeller 1932a:116); michìr (Hoeller 1932a :128); michǐr, mbichǐr (Hoeller 1929:54); mbichǐr - ayemichǐr (Hoeller 1929:48)",michɨrɨ
mbigwa,gyr,mbigwa,n,,,,,gyr,,,mbigua (Hoeller 1932a:116); mbigua (Hoeller 1929:48),
mbir,gyr,mbir,n,,,,,gyr,,,mbir (Hoeller 1932a:116); mbir (Hoeller 1929:48),
Mbirakucha,gyr,Mbirakucha,n,,,,,,,,mbira cucha (Hoeller 1929:48),
LX000782,gyr,mbiru'a,n,,,,LX001033,gyr,,,mbirua (Hoeller 1932a:116); mbirua (Hoeller 1929:49),
LX000783,gyr,mbɨ,v,,nasal variant of pɨ - pia,,pia ; LX001049,gyr,,,mbì (Hoeller 1932a:116),
LX000784,gyr,mbɨa,n,,,F>F; M>M,,gyr,68e44929d442891d9101084b9efdd879,,mbìa (Hoeller 1932a:116); mbǐa - mbǐa recua - mbǐa yoya - mbǐa (recoǐ) rericuer (Hoeller 1929:49),
LX000785,gyr,mbɨa rekwa,n,,,,tekwa,gyr,,,tecua (Hoeller 1932a:242); tecua - mbǐa recua - iróǐ recua (Hoeller 1929:102),
LX000786,gyr,mbɨa yoya,n,,,,yoya,gyr,,,"yoya (Hoeller 1932a:308); yoya, ya - teco yoya - mbǐa yoya - yoya pabe - oreyeyoya catu - oyoya teco mboyoyaza - amboyoya - añemboyoya (Hoeller 1929:135)",
LX000787,gyr,mbɨtagwä,n,,,,,,,,-; mbǐtaa (Hoeller 1929:49),
LX000788,gyr,mbɨter,n,,,,LX001098,gyr,,,mbìter (Hoeller 1932a:116); mbǐter - mbǐter rupi ambobo - abǐterbe (Hoeller 1929:49),
LX000789,gyr,mbɨtu'u,n,,,,LX001104,gyr,,che mbɨtu'u,mbìtuu (Hoeller 1932a:116); mbǐtuu (Hoeller 1929:49),
LX000790,gyr,mbɨyu'i,n,,,,,gyr,,,mbìyìi (Hoeller 1932a:116),mbɨyɨ'i
mboakwasar,gyr,mboakwasar,n,,,,moakwasa,gyr,,,mongacuazar (Hoeller 1932a:139); mongacuazar ? (Hoeller 1929:58),moakwasar
LX000791,gyr,mboapɨka'ï,v,,,,LX000490,gyr,,amopɨkaï,"pìcaĩ, amopìcaĩ (Hoeller 1932a:180); pǐcaî - amopǐcaî ? (Hoeller 1929:77)",
mboarakwaa,gyr,mboarakwaa,v,,mboekokwaa in Hoeller,,,gyr,,amboekokwaa,"mboecocuaa, amboecocuaa (Hoeller 1932a:119)",mboarakwa
mboaro,gyr,mboaro,v,,,,,gyr,529a91223fa5232f69d875560fd9f209,amboaro aro,"aro-, amboaro aro (Hoeller 1932a:33); mboaro, amboaro (Hoeller 1932a:117, 283); mboaro, amboaro (Hoeller 1929:49)",
LX000792,gyr,mboasɨsa,n,,,,LX000839,,,,-; mboazǐza (Hoeller 1929:49),
mboata,gyr,mboata,v,,,,,gyr,,amboata,-; tata - tata mboaza - amboata - tata guazu (Hoeller 1929:100),
LX000793,gyr,mboatä,v,,,,,gyr,,amboätä,"mboãtã, amboãtã (Hoeller 1932a:117); mboata, añemboata (Hoeller 1929:49)",
LX000794,gyr,mboatë'ɨ̈,v,,,,,,,amboatëɨ̈,"-; mboatei, amboetéi (Hoeller 1929:50)",
LX000795,gyr,mboatɨvu,v,,,,,gyr,,amboatɨvu,"mboatìbu, amboatìbu (Hoeller 1932a:117)",
mboeko,gyr,mboeko,v,,2019: mboekove,,,gyr,,,-; teco azǐ - teco âguyéi - teco paraǐzu azeco ? - ambeco - cherereco reze - teco yoya - aba reco - azeco abǐi - zeco azǐ ai - azeco endǐo - zecóne - amo cooze - azecozu ? ayozu? (Hoeller 1929:102),mboekove
mboekouvicha,gyr,mboekouvicha,v,,,,tuvicha_1 ; mbouvicha,gyr,,,"tubicha (Hoeller 1932a:260); tubicha - tubichabái - tubichaza - amoubicha, ayemoubicha - amboecoubicha (Hoeller 1929:111)",
mboekwai,gyr,mboekwai,v,,,,,gyr,,amboekoai,"mboecoai, amboeco ai (Hoeller 1932a:119); mboecoai, amboecoai (Hoeller 1929:50)",
LX000796,gyr,mboepɨ,v,,,,,gyr,,amboepɨ,-; zepǐbae - amboepǐ - azepi - apero epǐ ? - ayeopǐ yepǐza (Hoeller 1929:104),
LX000797,gyr,mboepochipä'ä,v,,,,,gyr,,amboepochipä'ä,"mboepochi pãa, amboepochipãa (Hoeller 1932a:119) ; mboepoechi, amboepochi (Hoeller 1929:50)",
mboerekwa,gyr,mboerekwa,v,,,,,gyr,,amboerekwa,"mborecua, amborecua recua (Hoeller 1932a:119); mbae recua recua - ayemboe recua (Hoeller 1929:50)",
mboesarai,gyr,mboesarai,v,,,,,gyr,,,"-; mozarai, añemozarai (Hoeller 1929:59)",
mboetasa,gyr,mboetasa,n,,,,setasa,gyr,,,moetaza (Hoeller 1932a:132); moetaza (Hoeller 1929:55),
mboete,gyr,mboete,v,,,,sete_2,gyr,,amboete,ete (Hoeller 1932a:76),
mboetei,gyr,mboetei,v,,,,yetei,gyr,,,"etei (Hoeller 1932a:76); mboetei, amboetei (Hoeller 1932a:119) ; etei, amboetei (Hoeller 1929:31)",
mbogwa,gyr,mbogwa,v,,,,,gyr,,ambogwa,"mbogua, ambogua (Hoeller 1932a:119); amboga - ayembogua (Hoeller 1929:50); mbogua - amboguaita (Hoeller 1929:50)",
mbogwai,gyr,mbogwai,v,,,,,gyr,,ambogwai,"mboguai, amboguai (Hoeller 1932a:120); mbogua - amboguaita (Hoeller 1929:50)",
mbogwasa,gyr,mbogwasa,n,,,,,,,,-; moguaza (Hoeller 1929:56),
mboi,gyr,mboi,n,,,,,gyr,,,mboi (Hoeller 1932a:120); mboi (Hoeller 1929:50),
mboi_chini,gyr,mboi chini,n,,,,,gyr,,,mboi chini (Hoeller 1932a:70),
LX000798,gyr,mboikɨ,n,,,,,gyr,,,mboiquì (Hoeller 1932a:120); mboiquǐr (Hoeller 1929:51),
LX000799,gyr,mboɨ,v,,,,,gyr,,amboɨ,mboì (Hoeller 1932a:121),
LX000800,gyr,mboɨkwe,v,,,,,gyr,,amboɨkwe(r),"mboìcue, amboìcue(r) (Hoeller 1932a:121); moǐcuer (Hoeller 1929:56)",mboɨkwer
LX000801,gyr,mboɨvɨso,v,,,,,gyr,,amboɨvɨso,"mboìbìzo, amboìbìzo (Hoeller 1932a:121); mbobǐzo, ambobǐzo (Hoeller 1929:50)",
mboka,gyr,mboka,n,,,,,gyr,,,mboca (Hoeller 1932a:118); mboca - mboca cui - amoata mboca - mboca rapu aguer - mboca momboza (Hoeller 1929:50),
LX000802,gyr,mboka moatä,v,,,,,gyr,,,-; mboca - mboca cui - amoata mboca - mboca rapu aguer - mboca momboza (Hoeller 1929:50),
mboka_mbombosa,gyr,mboka mbombosa,n,,,,,,,,-; mboca - mboca cui - amoata mboca - mboca rapu aguer - mboca momboza (Hoeller 1929:50),
LX000803,gyr,mboka rɨapugwer,n,,,,,,,,-; mboca - mboca cui - amoata mboca - mboca rapu aguer - mboca momboza (Hoeller 1929:50),
LX000804,gyr,mbokaku'i,n,,,,,gyr,,,-; mboca - mboca cui - amoata mboca - mboca rapu aguer - mboca momboza (Hoeller 1929:50),
LX000805,gyr,mbokaya'ɨ,n,,,,,gyr,,,mboca yaì (Hoeller 1932a:118); mucayaì (Hoeller 1932a:142) ; mbocayai (Hoeller 1929:50); mucaya ǐ (Hoeller 1929:59),
mbokoka,gyr,mbokoka,n,,,,pokoka,gyr,,,mbococa (Hoeller 1932a:118) ; coca - mococa (Hoeller 1929:22); mbococa - mbococa apǐrpendar (Hoeller 1929:50),pokoka
mbokosa_agwer,gyr,mbokosa agwer,n,,Hoeller translates as 'tactile sense',,,gyr,,,mbocoza aguer (Hoeller 1932a:118),
LX000806,gyr,mboku'e,v,,,,,gyr,,,-; cue - ambócue (Hoeller 1929:24),
mbokwaipava,gyr,mbokwaipava,n,,,,,gyr,,,mbocuai pába (Hoeller 1932a:118); mbocoaipaba (Hoeller 1929:50),
mbokwaita,gyr,mbokwaita,v,,,,,gyr,,ambokwaita,-; mbogua - amboguaita (Hoeller 1929:50),
mbokwera,gyr,mbokwera,v,,,,,,,ambokwera,-; cuera-ayemonguera-ocuarai (Hoeller 1929:24),möguera
mbomorandu,gyr,mbomorandu,n,,,,,gyr,,ambomorandu,-; mboravɨkɨ resendar- morandu (Hoeller 1929:59),
mbopa,gyr,mbopa,v,,,,ropa ; topa,gyr,,ambopa,mboopa (Hoeller 1932a:121); mbopa mboopa! ?! (Hoeller 1929:51); topa-ropa - ambopa che ñee (Hoeller 1929:110),
mbopere,gyr,mbopere,v,,,,,gyr,,ambopere,-; mbore ? (Hoeller 1929:51),
mbopete,gyr,mbopete,n,,,,,gyr,,,mbopete (Hoeller 1932a:121); mbopete (Hoeller 1929:51),
mbopi,gyr,mbopi,n,,,,,gyr,,,mbopi (Hoeller 1932a:121); mbopi ? (Hoeller 1929:51),
mbopig,gyr,mbopig,ideo,,,,,,,,-; mbopig ? (Hoeller 1929:51),
mbopimbopi,gyr,mbopimbopi,v,,,,,gyr,,ambopi,mbopi; ombopi mbopi (Hoeller 1932a:121),
mbopirer,gyr,mbopirer,v,,,,,gyr,d71c7d50022979dd8d89a76e9193bac5,"ambopirer, erombopirer, ombopirer, yande yambopirer",yambopirer (Hoeller 1932a:276),
mbopo,gyr,mbopo,n,,,,,gyr,,,bopo (Hoeller 1932a:41); bopo ? (Hoeller 1929:17); ? (Hoeller 1929:46),
LX000807,gyr,mbopoyoɨvɨ,v,,-po refers to the thickness of the thread,,LX000833 ; LX002013,gyr,,"amopoyoɨvɨ, amoyoɨvɨ","yoìbì (Hoeller 1932a:307); yoǐbǐ, amboyoǐbǐ - amepoyoǐbǐ (Hoeller 1929:134)",
mbopu,gyr,mbopu,v,,,,pu_1,gyr,,ambopu,"mbopu (Hoeller 1932a:121); mbopu, ambopu (Hoeller 1929:51)",
mborasei,gyr,mborasei,n,,,,porasei,gyr,,,morazei (Hoeller 1932a:140); morazei (Hoeller 1929:59),morasei
LX000808,gyr,mborasei asɨ,n,,,,,gyr,,,"mborazei azì,(porazei) (Hoeller 1932a:122)",
LX000809,gyr,mboravɨkɨ,n,,,,LX001182,gyr,,aporavɨkɨ,morapǐquǐ recendar - morandu (Hoeller 1929:59),moravɨkɨ
mborerekwasa,gyr,mborerekwasa,n,,,,,gyr,,,mborerecuaza (Hoeller 1932a:122); mborere cuaza ? - mbor erecuar (Hoeller 1929:51),
mborereroyasa,gyr,mborereroyasa,n,,,,poreroya,gyr,,,mboreroyaza (Hoeller 1932a:122); mborereroyaza (Hoeller 1929:51),
mboreroa,gyr,mboreroa,v,,,,roa,gyr,,amboreroa,-; roa - amboreroa ? (Hoeller 1929:93),
LX000810,gyr,mborɨ,n,,,,LX001278 ; LX001461 ; LX001698,gyr,,che mborɨ,mboorì (Hoeller 1932a:121); mboorǐ - mboorǐ par - ayem poorǐ (Hoeller 1929:51),
LX000811,gyr,mborɨpar,n,,,,LX000810,gyr,,,-; mboorǐ - mboorǐ par - ayem poorǐ (Hoeller 1929:51),
mborokwaisa,gyr,mborokwaisa,n,,,,kwai_1 ; porokwaita,gyr,,,morocuaiza (Hoeller 1932a:141); moro cuaiza ? (Hoeller 1929:59),morokwaisa
LX000812,gyr,mboropɨ̈ta,n,,,,,gyr,,,-; mboropýta ? (Hoeller 1929:51),
mboro-,gyr,mboro-,pref,,,,,gyr,,mboro- + colour,mboro (Hoeller 1932a:122),poro-
mbosaka,gyr,mbosaka,n,,,,,gyr,,,"mbozaca (Hoeller 1932a:123); pozaca, che pozaca (Hoeller 1932a:206); mbozaca (Hoeller 1929:52); mbozǐita - ipazaca zu (Hoeller 1929:52); pozaca che ! (Hoeller 1929:86)",
LX000813,gyr,mbosapɨ,num,,,,,gyr,,,mbozapì (Hoeller 1932a:123); mbozapǐ (Hoeller 1929:52),
mboseve,gyr,mboseve,v,,,,,gyr,,omboseve,mozebe (Hoeller 1932a:141),moseve
mbosu,gyr,mbosu,n,,,,posu,gyr,,,-; mbozu v. pozu - mbozupar (Hoeller 1929:52),
mbou_1,gyr,mbou,v,,CAUS of yu (u),,yu_1,gyr,,ambou,"mbou (Hoeller 1932a:122); mbou, ambou (Hoeller 1929:52)",
mbou_2,gyr,mbou,v,,,,yu_1,gyr,,ambou,"yu (Hoeller 1932a:309); yu, ayu - onei oyu - oubaeza - ambou (Hoeller 1929:135)",
mboupa,gyr,mboupa,v,,,,upa,gyr,,,upa (Hoeller 1932a:267); upa - ǐupa - amboupa ?acaquar? meze aure (Hoeller 1929:114),
mbouvicha,gyr,mbouvicha,v,,,,tuvicha_1 ; mboekouvicha,gyr,,ambouvicha,"tubicha (Hoeller 1932a:260); tubicha - tubichabái - tubichaza - amoubicha, ayemoubicha - amboecoubicha (Hoeller 1929:111)",
mbovava,gyr,mbovava,v,,,,,gyr,4bd883a602dbf3e841163b09c8cb6deb,"ambovava, erembovava, ombovava",-; cuâ - mobaba (Hoeller 1929:23); vava - avava - ayecua movava - ayouca movava - ayenambǐ movava - ambovava - ivávabae (Hoeller 1929:116),
LX000814,gyr,mbovɨ,v,,,,,gyr,7bba885297e40c27b0750ba6b17805dd,ambogwɨ / ambovɨ,"mboguì, amboguì od. ambobì (Hoeller 1932a:120); mbogǐ, ambogǐ (Hoeller 1929:50)",mbogwɨ
LX000815,gyr,mbovɨ,part,,,,,gyr,,,-; mboguǐ (Hoeller 1929:49),
LX000816,gyr,mbovɨvɨ,v,,,,LX000817,gyr,,ambovɨvɨ,"bìbì, amobìbì (Hoeller 1932a:41); mbobì, ambobìbì (Hoeller 1932a:117) ; bǐbǐ, amobǐbǐ (Hoeller 1929:17); mbobǐbǐ, amombǐbǐ - mbobǐbǐza (Hoeller 1929:49)",
LX000817,gyr,mbovɨvɨ,n,,,,LX000816,gyr,,ambovɨvɨ,"bìbì, amobìbì (Hoeller 1932a:41); mbobì, ambobìbì (Hoeller 1932a:117) ; bǐbǐ, amobǐbǐ (Hoeller 1929:17); mbobǐbǐ, amombǐbǐ - mbobǐbǐza (Hoeller 1929:49)",
mbovo,gyr,mbovo,v,,,,vo,gyr,41d98cd280537040ee4c4fd6ecc8c66f,"ambovo, erembovo, ombovo","mbobo, ambobo (Hoeller 1932a:118); mbobo, ambobo (Hoeller 1929:50)",
LX000818,gyr,mbovosɨi,v,,,,,gyr,,ambovosɨi che yɨva,yìba (Hoeller 1932a:301); yǐba - ambobozii yǐba - amoata che yǐba (Hoeller 1929:131),
mboya_1,gyr,mboya,v,,,,mboya_2 ; ya_2,gyr,,amboya,"mboya (Hoeller 1932a:122) ; mboya ? (Hoeller 1929:52) ; mboya, amboya agüenda - amboya zeze angaipa (Hoeller 1929:52); ya zeze - ipeya - amboya - onemboya Tumpâ remisetar, rupi - oyemboa mboazeze [?] (Hoeller 1929:117)",
mboya_2,gyr,mboya,n,,,,mboya_1 ; ya_1,gyr,,amboya,"mboya (Hoeller 1932a:122) ; mboya ? (Hoeller 1929:52) ; mboya, amboya agüenda - amboya zeze angaipa (Hoeller 1929:52); ya zeze - ipeya - amboya - onemboya Tumpâ remisetar, rupi - oyemboa mboazeze [?] (Hoeller 1929:117)",
mboya_3,gyr,mboya,n,,,,,gyr,,,mboya (Hoeller 1932a:122),
mboyachimo,gyr,mboyachimo,v,,,,yachimo,gyr,4296a19bd7155ea7f0fea75f50e34381,amboyachimo (amoñachimo),yachimo (Hoeller 1932a:274); ?o - ayachimo - amboya chimo (Hoeller 1929:118),moñachimo
LX000819,gyr,mboyaitɨ,v,,,,,gyr,50187dc4a666ca750adeff3c129490a9,"amboyaitɨ, eremboyaitɨ, omboyaitɨ",-; yaitǐ - amboyaitǐ (Hoeller 1929:119),
LX000820,gyr,mboyaitɨ,v,,,,,gyr,50187dc4a666ca750adeff3c129490a9,amboayɨtɨ,"mboayìtì, amboayìtì (Hoeller 1932a:117)",
mboyaru,gyr,mboyaru,v,,,,,gyr,d607001637b652e96b0f48eda51fcc30,amboyaru,mboyaru (Hoeller 1932a:123); mboyaru - amboyaru P. zeze (Hoeller 1929:52),
LX000821,gyr,mboyayɨtɨ,v,,,,LX001339,gyr,,"amboayɨtɨ, omboayɨtɨ",(yayìtì) amboayìtì (Hoeller 1932a:285),
LX000822,gyr,mboya'o,v,,,,LX001883,gyr,17c521270cc9635af2670242ac22538e,"amboya'o, eremboya'o, omboya'o, ayemboya'o",mboyao (Hoeller 1932a:123),
LX000823,gyr,mboyeaitɨ,v,,,,,gyr,9e965a940e30c02cd814667107962445,"amboyeaitɨ, eremboyeaitɨ, omoyeaitɨ","yeaitì, amboyeaitì (Hoeller 1932a:287)",
mboyegwa,gyr,mboyegwa,v,,,old word,,gyr,c899778d72e6e6d937171ab81b26c904,amboyegwa,yegua (Hoeller 1932a:290); yegua - ayegua - ayeguabae - ayemoyegua (Hoeller 1929:125),
LX000824,gyr,mboyekwasɨgwe,v,,,,,gyr.trans,,amboyekwasɨgwe sɨgwe,"mboyecuazìgue, amboyecuazìgue zìgue (Hoeller 1932a:123) ; mboyecuazǐye ? (Hoeller 1929:52)",
LX000825,gyr,mboyepoepɨ,v,,,,,gyr,,amboyopoepɨ,"mboyopoepì, amboyopoepì (Hoeller 1932a:123); mboyepo epǐ (Hoeller 1929:52)",
mboyepota,gyr,mboyepota,v,,"this seems to be an abbreviated expression, or the word tata 'fire' has to be added",,yepota,gyr,,amboyepota,"yepota (Hoeller 1932a:294); yepota, ayepota - oyepota pota oyeupe - amboyepotata - oquǐyepotazape (Hoeller 1929:127)",
mboyeroya,gyr,mboyeroya,v,,,,yeroya,gyr,,amboyeroya,"yeroya (Hoeller 1932a:296); mboyeraya, amboyeraya (Hoeller 1929:52); yeroya, ayeroya - ayeroya teî - amboyeroya [aba] - poremboyeroyaza (Hoeller 1929:128); -; mboyeraya, amboyeraya (Hoeller 1929:52)",
LX000826,gyr,mboyero'a,v,,,,LX001953,gyr,,amboyero'a,"yeroa (Hoeller 1932a:296); yeroa, ayeroa - amboyeroa (Hoeller 1929:128)",
mboyesea,gyr,mboyesea,v,,,,yesea,gyr,,amboyesea,"yezea (Hoeller 1932a:299); yezea, ayezea - oyezea oî - oyezea oyo eze - yayezea ruzu - amboyezea (Hoeller 1929:130)",
mboyesu_1,gyr,mboyesu,v,,"2019: it is only used in the other meaning 'create, have children'",,su_1 ; yesu,gyr,,amboyesu,"yezu (Hoeller 1932a:300); yezu, ayezu - ayezu mo - amboyezu - añemboezu (Hoeller 1929:130)",
mboyesu_2,gyr,mboyesu,v,,"2019: it is only used in the other meaning 'create, have children'",,mboyesu_1,gyr,,amboyesu,"yezu (Hoeller 1932a:300); yezu, ayezu - ayezu mo - amboyezu - añemboezu - yezucatuzape[?] - yezu aguer (Hoeller 1929:130)",
LX000827,gyr,mboyetɨ,v,,not known today,,LX001962,gyr,,amboyetɨ,-; yetǐ - amboyetǐ - yetǐna (Hoeller 1929:129),
LX000828,gyr,mboyetu'u,v,,,,LX001964,gyr,,amboyetu'u,yetuu (Hoeller 1932a:298); yetuu - ayetuu - amboyetuu (Hoeller 1929:129),
LX000829,gyr,mboyevɨ,v,,,,LX001966,gyr,,amboyegwɨ,yeguì (Hoeller 1932a:290); yeguǐ - ambuae yeguǐ - yebǐ yeguǐ no - yeguǐ yeguǐ azo - amombau yebǐ - ayebǐ - amboyebǐ - añeemboyebǐ - aroyebǐ (Hoeller 1929:125),
LX000830,gyr,mboyevɨ,v,,,,LX001966,gyr,,amboyegwɨ,yeguì (Hoeller 1932a:290); yeguǐ - ambuae yeguǐ - yebǐ yeguǐ no - yeguǐ yeguǐ azo - amombau yebǐ - ayebǐ - amboyebǐ - añeemboyebǐ - aroyebǐ (Hoeller 1929:125),
LX000831,gyr,mboyɨ,v,,,,LX001975,gyr,,amboyɨ,yì (Hoeller 1932a:301); yǐ - mbae oyǐ guar - amboyǐ (Hoeller 1929:131),
LX000832,gyr,mboyoapɨ,v,,,,LX002008,gyr,,amboyoapɨ,yoapì (Hoeller 1932a:306); yoapǐ amoe[?] - amboyoapǐ (Hoeller 1929:133),
mboyoasa,gyr,mboyoasa,v,,,,yoasa,gyr,,amboyoasa,"yoaza (Hoeller 1932a:307); yoaza, amboyoaza (Hoeller 1929:134)",
mboyoese,gyr,mboyoese,v,,2019: mboyoese,,yoese,gyr,,,"yoezebe (Hoeller 1932a:307); yoezebe, oyo ezebe recoi - amboyo ezebe (Hoeller 1929:134)",mboyoeseve
LX000833,gyr,mboyoɨvɨ,v,,,,LX000807 ; LX002013,gyr,,amboyoɨvɨ,"yoìbì (Hoeller 1932a:307); yoǐbǐ, amboyoǐbǐ - amepoyoǐbǐ (Hoeller 1929:134)",
